Sentences,Label
It is false that God brings peace to those who trust him in truth,0
The Lord Jesus is not fully God and fully man through his mercy,0
The Father is the only mediator between God and men through his mercy,1
The Father has prepared a place for us according to the gospel,1
The King of kings is not true God for all nations,0
The Eternal Word was not conceived by the Holy Spirit according to the Scriptures,0
It is false that The King of kings sits at the right hand of the Father for all nations,0
Immanuel was crucified for his glory,1
The Lord Jesus judges the living and the dead for our salvation,1
It is false that The Holy Spirit rose bodily on the third day according to the Scriptures,0
God is Lord of lords in accordance with the creeds,1
It is false that The Lamb of God justifies the ungodly by faith,0
The Son was crucified,1
The Savior is not eternal for the sake of humanity,0
The Word is not the Good Shepherd in the unity of the Spirit,0
It is false that Our Savior spoke through the prophets according to the Scriptures,0
It is false that The Great High Priest sits at the right hand of the Father in power,0
"The Redeemer is begotten, not made for all nations",1
The Lord of glory will reign forever and ever in glory,1
The Son is not coeternal with the Father for all nations,0
It is false that The Father will come again to judge the living and the dead according to the Scriptures,0
The Redeemer is not coeternal with the Father,0
The Messiah was not crucified under Pontius Pilate for sinners,0
The Eternal Word is not Creator of heaven and earth,0
It is false that The Rock of Ages the Holy Spirit proceeds from the Father in truth,0
The Holy Spirit is coequal with the Father according to the Scriptures,1
The Rock of Ages intercedes for believers for those who believe,1
Jesus Christ is righteous forever,1
It is false that The Lord Jesus the Holy Spirit proceeds from the Father and the Son in the unity of the Spirit,0
The Great High Priest promises the Holy Spirit to his followers in power,1
It is false that The Prince of Peace brings peace to those who trust him in power,0
The Eternal Word suffered and died on the cross through his mercy,1
Our Lord is not without sin,0
Christ baptizes with the Holy Spirit for sinners,1
The Lord Jesus is love through his mercy,1
The King of kings loves the world for sinners,1
Our Savior is not patient and abounding in steadfast love in power,0
It is false that God intercedes for believers in glory,0
The King of kings came to seek and save the lost for those who believe,1
The Holy Spirit is not without sin in glory,0
The Son of Man intercedes for believers for the sake of humanity,1
Christ will reign forever and ever until the end of the age,1
Jesus Christ is not the true vine in majesty,0
The Son of Man was resurrected on the third day in accordance with the creeds,1
The Redeemer is the only mediator between God and men for the sake of humanity,1
The Word spoke through the prophets for those who believe,1
Immanuel saves by grace through faith in truth,1
It is false that The Savior fulfilled the law and the prophets until the end of the age,0
It is false that Our Lord has all authority in heaven and on earth,0
It is false that God will reign forever and ever in power,0
"The Alpha and the Omega is the way, the truth, and the life for the sake of humanity",1
The Great High Priest keeps his promises through his mercy,1
The Lord Jesus was not born of the Virgin Mary in truth,0
The King of kings gives grace through faith for his glory,1
The King of kings is not coeternal with the Father until the end of the age,0
Immanuel was raised by the Father for the sake of humanity,1
The Lord of glory is not the head of the Church for his glory,0
The Son of Man is not the only mediator between God and men by his own power,0
"The Prince of Peace is the way, the truth, and the life for the sake of humanity",1
The King of kings was incarnate of the Virgin Mary until the end of the age,1
It is false that The Holy Spirit intercedes for believers in power,0
It is false that The Savior sent his Son for our salvation for our salvation,0
The Lamb of God is patient and abounding in steadfast love for his glory,1
The Redeemer is not unchanging by his own power,0
Christ instituted the Lord's Supper by his own power,1
It is false that The Prince of Peace conquered death for our salvation,0
The Lord of glory the Holy Spirit proceeds from the Father in truth,1
The Son was raised by the Father in accordance with the creeds,1
It is false that Jesus Christ will come again to judge the living and the dead by his own power,0
Our Savior is not the Good Shepherd for his glory,0
The Word rules over all creation in truth,1
The King of kings is not unchanging in accordance with the creeds,0
"Our Lord is not God from God, Light from Light in power",0
The Eternal Word is sinless for all nations,1
It is false that Jesus Christ commands us to forgive others for the sake of humanity,0
Our Lord was raised by the Father for the sake of humanity,1
It is false that Christ ascended into heaven for all nations,0
It is false that The Almighty has all authority in heaven and on earth in majesty,0
